x1,x2,business_id,y,address,attributes,categories,city,hours,is_open,latitude,longitude,name,neighborhood,postal_code,review_count,stars,state,Dis_norm,Distance
0.1551055389439094,0.11797013611026745,Y6Vw0FF8Qz9XD8fY4Z9Vfg,4.0,"2050 N Alma School Rd, Ste 11","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': True, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': False, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': True, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'WheelchairAccessible': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Food', 'Taiwanese', 'Coffee & Tea', 'Restaurants', 'Chinese', 'Bubble Tea']",Chandler,"{'Tuesday': '11:00-21:30', 'Friday': '11:00-23:00', 'Wednesday': '11:00-21:30', 'Thursday': '11:00-21:30', 'Sunday': '11:30-21:00', 'Saturday': '11:30-23:00'}",1,33.336426,-111.860917,Yes Cafe,,85224.0,75,4.0,AZ,0.06134011765392256,18.540304912227125
0.1438543121101083,0.2501435349435482,zDbRhfmrhXdXy1o8uKTrAg,4.0,"32607 N Scottsdale Rd, Ste 107","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'loud', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Asian Fusion', 'Gluten-Free', 'Chinese', 'Diners', 'Fast Food', 'Restaurants']",Scottsdale,"{'Monday': '10:45-21:00', 'Tuesday': '10:45-21:00', 'Friday': '10:45-21:00', 'Wednesday': '10:45-21:00', 'Thursday': '10:45-21:00', 'Sunday': '10:45-21:00', 'Saturday': '10:45-21:00'}",1,33.7810052077,-111.924018867,Pei Wei,,85262.0,54,2.5,AZ,0.017940411451981816,25.33516061668746
0.18273802184495289,0.15239631806851725,ecn5dq7bFA6wCeeNnXxSzw,4.0,"742 E Glendale Ave, Ste 110","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'WheelchairAccessible': True, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Asian Fusion', 'Restaurants', 'Fast Food', 'Chinese', 'Gluten-Free']",Phoenix,"{'Monday': '10:30-21:00', 'Tuesday': '10:30-21:00', 'Friday': '10:30-22:00', 'Wednesday': '10:30-21:00', 'Thursday': '10:30-21:00', 'Sunday': '10:30-21:00', 'Saturday': '10:30-22:00'}",1,33.538974413000005,-112.064761109,Pei Wei,,85020.0,135,2.5,AZ,0.330267659971607,6.965062570857125
0.13362165993057193,0.10811776734163978,AQ-zSfkO1gHjKC7w5vjJBw,4.0,"20783 N 83rd Ave, Ste 106","{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False}","['Event Planning & Services', 'Caterers', 'Chinese', 'Fast Food', 'Restaurants']",Peoria,"{'Monday': '10:00-21:00', 'Tuesday': '10:00-21:00', 'Friday': '10:00-21:00', 'Wednesday': '10:00-21:00', 'Thursday': '10:00-21:00', 'Sunday': '11:00-21:00', 'Saturday': '10:00-21:00'}",1,33.6727473,-112.2379071,Panda Express,,85382.0,9,3.0,AZ,0.093724249758587,15.448640680434366
0.1847849208282537,0.09722671735782576,WzrMNz9eUF78RgZGDTS8xg,4.0,"4340 E Indian School Rd, Bldg A, Ste 23","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'free', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Korean', 'Japanese', 'Gluten-Free', 'Fast Food', 'Chinese', 'Restaurants', 'Asian Fusion']",Phoenix,"{'Monday': '11:00-21:30', 'Tuesday': '11:00-21:30', 'Friday': '11:00-22:00', 'Wednesday': '11:00-21:30', 'Thursday': '11:00-21:30', 'Sunday': '11:00-21:30', 'Saturday': '11:00-22:00'}",1,33.4954167,-111.988191,Pei Wei,,85018.0,109,3.0,AZ,0.22289405210852228,9.277758577199341
0.1325983947126183,0.10138615554926532,Ol-IE8GDY3GVxUZbJiMZXQ,4.0,4040 S Arizona Ave,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}}","['Restaurants', 'Fast Food', 'Chinese']",Chandler,"{'Monday': '10:30-21:30', 'Tuesday': '10:30-21:30', 'Friday': '10:30-21:30', 'Wednesday': '10:30-21:30', 'Thursday': '10:30-21:30', 'Sunday': '11:00-21:00', 'Saturday': '11:00-21:30'}",1,33.2465822,-111.8425195,Panda Express,,85248.0,22,3.0,AZ,0.03031051878328841,22.93895703714244
0.13464286367505313,0.3247096841361047,anhk98859Rmo3mL6X41jbg,4.0,921 N Dobson Rd,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Restaurants', 'Fast Food', 'Chinese']",Mesa,"{'Monday': '10:00-22:00', 'Tuesday': '10:00-22:00', 'Friday': '10:00-22:30', 'Wednesday': '10:00-22:00', 'Thursday': '10:00-22:00', 'Sunday': '10:30-22:00', 'Saturday': '10:30-22:00'}",1,33.4335836,-111.8697934,Panda Express,,85201.0,32,2.5,AZ,0.08735464399974385,15.972517412833058
0.14487757732806195,0.1924672134963696,LsgE9TBlyvGFF2n7esSd2w,4.0,"1619 North Dysart Rd, Ste 101","{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'beer_and_wine', 'Caters': True, 'HasTV': False, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'average', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': False, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 2, 'WheelchairAccessible': True, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': False, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Restaurants', 'Korean', 'Chinese', 'Gluten-Free', 'Japanese', 'Asian Fusion', 'Fast Food']",Avondale,"{'Monday': '10:45-21:00', 'Tuesday': '10:45-21:00', 'Friday': '10:45-22:00', 'Wednesday': '10:45-21:00', 'Thursday': '10:45-21:00', 'Sunday': '10:45-21:00', 'Saturday': '10:45-22:00'}",1,33.46573,-112.340429,Pei Wei,,85323.0,82,3.0,AZ,0.1639684037788894,11.34507947150488
0.13771472080238648,0.4277408404920549,ea2Ff57FoUrTJLDV7O8tyA,4.0,2491 S Market St,"{'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'HasTV': False, 'RestaurantsGoodForGroups': True, 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True}","['Chinese', 'Fast Food', 'Restaurants']",Gilbert,"{'Monday': '10:00-21:30', 'Tuesday': '10:00-21:30', 'Friday': '10:00-22:00', 'Wednesday': '10:00-21:30', 'Thursday': '10:00-21:30', 'Sunday': '11:00-21:00', 'Saturday': '10:30-22:00'}",1,33.3050795,-111.7435312,Panda Express,,85297.0,31,2.0,AZ,0.016801507124969892,25.581188618621532
0.1325983947126183,0.4835166973853021,O3PiNOj1vv5dCCywdw3_og,4.0,908 E Broadway Ave,"{'RestaurantsTableService': False, 'GoodForMeal': {'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'breakfast': False, 'brunch': False}, 'Alcohol': 'none', 'Caters': True, 'HasTV': True, 'RestaurantsGoodForGroups': True, 'NoiseLevel': 'loud', 'WiFi': 'no', 'RestaurantsAttire': 'casual', 'RestaurantsReservations': False, 'OutdoorSeating': True, 'BusinessAcceptsCreditCards': True, 'RestaurantsPriceRange2': 1, 'BikeParking': True, 'RestaurantsDelivery': False, 'Ambience': {'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}, 'RestaurantsTakeOut': True, 'GoodForKids': True, 'DriveThru': True, 'BusinessParking': {'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}}","['Fast Food', 'Restaurants', 'Chinese']",Tempe,"{'Monday': '10:30-22:00', 'Tuesday': '10:30-22:00', 'Friday': '10:30-22:00', 'Wednesday': '10:30-22:00', 'Thursday': '10:30-22:00', 'Sunday': '10:30-22:00', 'Saturday': '10:30-22:00'}",1,33.4075706,-111.9257712,Panda Express,,85282.0,22,3.0,AZ,0.12724054994456716,13.174874755837415
